x	Residual	Taylor		exp(x)		Iterations
1	2.755732e-07	2.718282e+00	2.718282e+00	10
5	9.333106e-06	1.484132e+02	1.484132e+02	21
10	1.216125e-03	2.202647e+04	2.202647e+04	31
15	3.613881e-01	3.269017e+06	3.269017e+06	39
20	5.441795e+01	4.851652e+08	4.851652e+08	47
-1	2.505211e-08	3.678794e-01	3.678794e-01	11
-5	6.842382e-10	6.737946e-03	6.737947e-03	27
-10	1.817315e-12	4.539992e-05	4.539993e-05	46
-15	1.466978e-14	3.059023e-07	3.059023e-07	64
-20	1.017263e-16	2.061153e-09	2.061154e-09	82
