0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 -0.003450 -0.006897 -0.010333 -0.013759 -0.017159 -0.020540 -0.023873 -0.027165 -0.030393 -0.033526 -0.036577 -0.039490 -0.042237 -0.044830 -0.047205 -0.049289 -0.051083 -0.052559 -0.053571 -0.053935 -0.053571 -0.052560 -0.051083 -0.049289 -0.047205 -0.044830 -0.042237 -0.039491 -0.036577 -0.033526 -0.030393 -0.027165 -0.023873 -0.020540 -0.017159 -0.013759 -0.010333 -0.006897 -0.003450 0.000000
0.000000 -0.006710 -0.013411 -0.020091 -0.026748 -0.033351 -0.039914 -0.046381 -0.052766 -0.059028 -0.065106 -0.071031 -0.076692 -0.082033 -0.087086 -0.091720 -0.095788 -0.099299 -0.102195 -0.104180 -0.104894 -0.104180 -0.102196 -0.099299 -0.095788 -0.091720 -0.087086 -0.082033 -0.076692 -0.071030 -0.065107 -0.059028 -0.052766 -0.046381 -0.039914 -0.033350 -0.026748 -0.020091 -0.013411 -0.006710 0.000000
0.000000 -0.009737 -0.019461 -0.029148 -0.038794 -0.048354 -0.057848 -0.067194 -0.076414 -0.085450 -0.094219 -0.102767 -0.110941 -0.118661 -0.125976 -0.132695 -0.138603 -0.143714 -0.147938 -0.150838 -0.151881 -0.150838 -0.147939 -0.143714 -0.138603 -0.132695 -0.125976 -0.118661 -0.110941 -0.102767 -0.094219 -0.085450 -0.076415 -0.067194 -0.057848 -0.048354 -0.038794 -0.029148 -0.019461 -0.009737 0.000000
0.000000 -0.012549 -0.025076 -0.037550 -0.049963 -0.062252 -0.074444 -0.086428 -0.098238 -0.109798 -0.121006 -0.131928 -0.142369 -0.152236 -0.161597 -0.170206 -0.177789 -0.184364 -0.189811 -0.193554 -0.194902 -0.193554 -0.189811 -0.184364 -0.177790 -0.170206 -0.161597 -0.152235 -0.142369 -0.131928 -0.121006 -0.109798 -0.098238 -0.086429 -0.074444 -0.062253 -0.049963 -0.037550 -0.025076 -0.012549 0.000000
0.000000 -0.014991 -0.029954 -0.044850 -0.059666 -0.074328 -0.088864 -0.103142 -0.117201 -0.130948 -0.144268 -0.157239 -0.169633 -0.181349 -0.192478 -0.202722 -0.211761 -0.219620 -0.226146 -0.230638 -0.232255 -0.230638 -0.226146 -0.219621 -0.211762 -0.202722 -0.192478 -0.181349 -0.169633 -0.157238 -0.144267 -0.130948 -0.117201 -0.103141 -0.088863 -0.074328 -0.059667 -0.044850 -0.029954 -0.014991 0.000000
0.000000 -0.016940 -0.033848 -0.050678 -0.067416 -0.083976 -0.100390 -0.116507 -0.132377 -0.147887 -0.162911 -0.177540 -0.191512 -0.204725 -0.217284 -0.228857 -0.239086 -0.248006 -0.255435 -0.260557 -0.262402 -0.260557 -0.255436 -0.248007 -0.239086 -0.228856 -0.217283 -0.204724 -0.191512 -0.177540 -0.162911 -0.147886 -0.132377 -0.116508 -0.100390 -0.083976 -0.067416 -0.050677 -0.033847 -0.016940 0.000000
0.000000 -0.018410 -0.036783 -0.055072 -0.073257 -0.091248 -0.109077 -0.126584 -0.143820 -0.160665 -0.176983 -0.192875 -0.208052 -0.222407 -0.236060 -0.248649 -0.259794 -0.269541 -0.277682 -0.283303 -0.285330 -0.283303 -0.277683 -0.269541 -0.259794 -0.248648 -0.236060 -0.222406 -0.208051 -0.192874 -0.176984 -0.160664 -0.143820 -0.126584 -0.109078 -0.091248 -0.073257 -0.055071 -0.036783 -0.018410 0.000000
0.000000 -0.019530 -0.039021 -0.058421 -0.077708 -0.096785 -0.115686 -0.134241 -0.152504 -0.170346 -0.187630 -0.204459 -0.220530 -0.235735 -0.250197 -0.263532 -0.275349 -0.285707 -0.294375 -0.300366 -0.302528 -0.300367 -0.294376 -0.285706 -0.275349 -0.263532 -0.250197 -0.235735 -0.220529 -0.204458 -0.187630 -0.170346 -0.152504 -0.134241 -0.115687 -0.096785 -0.077708 -0.058421 -0.039021 -0.019531 0.000000
0.000000 -0.020188 -0.040336 -0.060387 -0.080322 -0.100040 -0.119573 -0.138747 -0.157618 -0.176052 -0.193908 -0.211292 -0.227892 -0.243603 -0.258548 -0.272325 -0.284542 -0.295265 -0.304253 -0.310470 -0.312713 -0.310470 -0.304253 -0.295265 -0.284542 -0.272326 -0.258548 -0.243603 -0.227892 -0.211292 -0.193908 -0.176051 -0.157618 -0.138747 -0.119573 -0.100040 -0.080322 -0.060387 -0.040336 -0.020189 0.000000
0.000000 -0.020359 -0.040677 -0.060899 -0.081004 -0.100891 -0.120593 -0.139936 -0.158976 -0.177576 -0.195597 -0.213140 -0.229894 -0.245753 -0.260842 -0.274752 -0.287089 -0.297926 -0.307014 -0.313302 -0.315572 -0.313302 -0.307014 -0.297926 -0.287089 -0.274752 -0.260842 -0.245754 -0.229894 -0.213140 -0.195597 -0.177576 -0.158976 -0.139936 -0.120593 -0.100890 -0.081004 -0.060899 -0.040677 -0.020359 0.000000
0.000000 -0.020188 -0.040336 -0.060387 -0.080322 -0.100039 -0.119573 -0.138746 -0.157617 -0.176051 -0.193908 -0.211291 -0.227892 -0.243603 -0.258548 -0.272325 -0.284541 -0.295266 -0.304253 -0.310470 -0.312713 -0.310470 -0.304253 -0.295265 -0.284542 -0.272325 -0.258549 -0.243603 -0.227892 -0.211292 -0.193908 -0.176051 -0.157618 -0.138747 -0.119573 -0.100039 -0.080322 -0.060387 -0.040336 -0.020189 0.000000
0.000000 -0.019531 -0.039022 -0.058421 -0.077708 -0.096785 -0.115687 -0.134241 -0.152504 -0.170346 -0.187630 -0.204458 -0.220529 -0.235734 -0.250196 -0.263532 -0.275349 -0.285707 -0.294375 -0.300367 -0.302528 -0.300367 -0.294375 -0.285706 -0.275349 -0.263531 -0.250197 -0.235735 -0.220530 -0.204458 -0.187630 -0.170346 -0.152504 -0.134241 -0.115687 -0.096785 -0.077708 -0.058420 -0.039022 -0.019531 0.000000
