# Numerical Simulation of 1D Couette Flow. First column is exact. Second column is numerical.
0.000000	0.000000
0.525000	0.525000
1.000000	1.000000
1.425000	1.425000
1.800000	1.800000
2.125000	2.125000
2.400000	2.400000
2.625000	2.625000
2.800000	2.800000
2.925000	2.925000
3.000000	3.000000
3.025000	3.025000
3.000000	3.000000
2.925000	2.925000
2.800000	2.800000
2.625000	2.625000
2.400000	2.400000
2.125000	2.125000
1.800000	1.800000
1.425000	1.425000
1.000000	1.000000
